ovst_rehab_detail	exists_in_db	ovst_rehab_detail.sql
ovst_rx_queue	exists_in_db	ovst_rx_queue.sql
ovst_rx_queue_history	exists_in_db	ovst_rx_queue_history.sql
ovst_rx_room	exists_in_db	ovst_rx_room.sql
ovst_seq	exists_in_db	ovst_seq.sql
ovst_service_package	exists_in_db	ovst_service_package.sql
ovst_service_time	exists_in_db	ovst_service_time.sql
ovst_service_time_uni	exists_in_db	ovst_service_time_uni.sql
ovst_sks_bill_item	exists_in_db	ovst_sks_bill_item.sql
ovst_sks_billtran	exists_in_db	ovst_sks_billtran.sql
ovst_sks_billtran_err	exists_in_db	ovst_sks_billtran_err.sql
ovst_sks_billtran_list	exists_in_db	ovst_sks_billtran_list.sql
ovst_sks_confirm	exists_in_db	ovst_sks_confirm.sql
ovst_sks_dispense	exists_in_db	ovst_sks_dispense.sql
ovst_sks_dispense_item	exists_in_db	ovst_sks_dispense_item.sql
ovst_sks_dx	exists_in_db	ovst_sks_dx.sql
ovst_sks_err_type	exists_in_db	ovst_sks_err_type.sql
ovst_sks_finance	exists_in_db	ovst_sks_finance.sql
ovst_sks_icd10tm	exists_in_db	ovst_sks_icd10tm.sql
ovst_sks_opbill	exists_in_db	ovst_sks_opbill.sql
ovst_sks_opitemrece	exists_in_db	ovst_sks_opitemrece.sql
ovst_sks_service	exists_in_db	ovst_sks_service.sql
ovst_sks_service_other	exists_in_db	ovst_sks_service_other.sql
ovst_sss_bill_item	exists_in_db	ovst_sss_bill_item.sql
ovst_sss_billtran	exists_in_db	ovst_sss_billtran.sql
ovst_sss_billtran_err	exists_in_db	ovst_sss_billtran_err.sql
ovst_sss_billtran_list	exists_in_db	ovst_sss_billtran_list.sql
ovst_sss_clinic	exists_in_db	ovst_sss_clinic.sql
ovst_sss_clinic_pt	exists_in_db	ovst_sss_clinic_pt.sql
ovst_sss_dispense	exists_in_db	ovst_sss_dispense.sql
ovst_sss_dispense_item	exists_in_db	ovst_sss_dispense_item.sql
ovst_sss_dx	exists_in_db	ovst_sss_dx.sql
ovst_sss_err_type	exists_in_db	ovst_sss_err_type.sql
ovst_sss_service	exists_in_db	ovst_sss_service.sql
ovst_sss_service_other	exists_in_db	ovst_sss_service_other.sql
ovst_sticker	exists_in_db	ovst_sticker.sql
ovst_supervision	exists_in_db	ovst_supervision.sql
ovst_template	exists_in_db	ovst_template.sql
ovst_treatment_plan	exists_in_db	ovst_treatment_plan.sql
ovst_treatment_plan_schedule	exists_in_db	ovst_treatment_plan_schedule.sql
ovst_tx_doctor	exists_in_db	ovst_tx_doctor.sql
ovst_vaccine	exists_in_db	ovst_vaccine.sql
ovst_vaccine_eligible	exists_in_db	ovst_vaccine_eligible.sql
ovst_vaccine_reaction	exists_in_db	ovst_vaccine_reaction.sql
ovst_vaccine_screen	exists_in_db	ovst_vaccine_screen.sql
ovst_vaccine_tpl	missing_in_db	ovst_vaccine_tpl.sql
ovst_vaccine_tpl_list	missing_in_db	ovst_vaccine_tpl_list.sql
ovst_visit	missing_in_db	ovst_visit.sql
ovst_vn	missing_in_db	ovst_vn.sql
ovstdiag	missing_in_db	ovstdiag.sql
ovstdiag_confirm	missing_in_db	ovstdiag_confirm.sql
ovstdiag_severe_type	missing_in_db	ovstdiag_severe_type.sql
ovstdiag_text	missing_in_db	ovstdiag_text.sql
ovstist	missing_in_db	ovstist.sql
ovstoprt	missing_in_db	ovstoprt.sql
ovstost	missing_in_db	ovstost.sql
ovstost_codemap	missing_in_db	ovstost_codemap.sql
paidst	missing_in_db	paidst.sql
palliative_care_admin_care	missing_in_db	palliative_care_admin_care.sql
palliative_care_assessment	missing_in_db	palliative_care_assessment.sql
palliative_care_assessment_complacency	missing_in_db	palliative_care_assessment_complacency.sql
palliative_care_assessment_complacency_answer_type	missing_in_db	palliative_care_assessment_complacency_answer_type.sql
palliative_care_assessment_complacency_type	missing_in_db	palliative_care_assessment_complacency_type.sql
palliative_care_consider_visit	missing_in_db	palliative_care_consider_visit.sql
palliative_care_discharge_type	missing_in_db	palliative_care_discharge_type.sql
palliative_care_drug_cause_type	missing_in_db	palliative_care_drug_cause_type.sql
palliative_care_drug_plan	missing_in_db	palliative_care_drug_plan.sql
palliative_care_drug_profile	missing_in_db	palliative_care_drug_profile.sql
palliative_care_equipment	missing_in_db	palliative_care_equipment.sql
palliative_care_equipment_type	missing_in_db	palliative_care_equipment_type.sql
palliative_care_esas_choice	missing_in_db	palliative_care_esas_choice.sql
palliative_care_esas_type	missing_in_db	palliative_care_esas_type.sql
palliative_care_hhc_sent	missing_in_db	palliative_care_hhc_sent.sql
palliative_care_home_visit	missing_in_db	palliative_care_home_visit.sql
palliative_care_home_visit_drug	missing_in_db	palliative_care_home_visit_drug.sql
palliative_care_home_visit_service	missing_in_db	palliative_care_home_visit_service.sql
palliative_care_home_visit_status_type	missing_in_db	palliative_care_home_visit_status_type.sql
palliative_care_home_visit_team	missing_in_db	palliative_care_home_visit_team.sql
palliative_care_patient_diag	missing_in_db	palliative_care_patient_diag.sql
palliative_care_patient_register	missing_in_db	palliative_care_patient_register.sql
palliative_care_patient_status	missing_in_db	palliative_care_patient_status.sql
palliative_care_physical_type	missing_in_db	palliative_care_physical_type.sql
palliative_care_plan_support_equipment	missing_in_db	palliative_care_plan_support_equipment.sql
palliative_care_pps_type	missing_in_db	palliative_care_pps_type.sql
palliative_care_quality_of_life	missing_in_db	palliative_care_quality_of_life.sql
palliative_care_quality_of_life_answer_type	missing_in_db	palliative_care_quality_of_life_answer_type.sql
palliative_care_quality_of_life_question_type	missing_in_db	palliative_care_quality_of_life_question_type.sql
palliative_care_quality_of_life_treatment	missing_in_db	palliative_care_quality_of_life_treatment.sql
palliative_care_recommend	missing_in_db	palliative_care_recommend.sql
palliative_care_register_hhc	missing_in_db	palliative_care_register_hhc.sql
palliative_care_relative	missing_in_db	palliative_care_relative.sql
palliative_care_respiration	missing_in_db	palliative_care_respiration.sql
palliative_care_result_tool_esas	missing_in_db	palliative_care_result_tool_esas.sql
palliative_care_result_tool_pain	missing_in_db	palliative_care_result_tool_pain.sql
palliative_care_result_tool_pps	missing_in_db	palliative_care_result_tool_pps.sql
palliative_care_screen_esas	missing_in_db	palliative_care_screen_esas.sql
palliative_care_technician_type	missing_in_db	palliative_care_technician_type.sql
palliative_care_tool	missing_in_db	palliative_care_tool.sql
palliative_care_tool_care	missing_in_db	palliative_care_tool_care.sql
palliative_care_treatment_answer_type	missing_in_db	palliative_care_treatment_answer_type.sql
papregist	missing_in_db	papregist.sql
parent_type	missing_in_db	parent_type.sql
passport_nationality	missing_in_db	passport_nationality.sql
passport_reader	missing_in_db	passport_reader.sql
patch	missing_in_db	patch.sql
patient	missing_in_db	patient.sql
patient_address	missing_in_db	patient_address.sql
patient_adr	missing_in_db	patient_adr.sql
patient_adr_death	missing_in_db	patient_adr_death.sql
patient_adr_medication	missing_in_db	patient_adr_medication.sql
patient_allergy_pcu_screen	missing_in_db	patient_allergy_pcu_screen.sql
patient_arrear	missing_in_db	patient_arrear.sql
patient_arrear_detail	missing_in_db	patient_arrear_detail.sql
patient_asthma_broncho_dilator_type	missing_in_db	patient_asthma_broncho_dilator_type.sql
patient_asthma_day_symptom_type	missing_in_db	patient_asthma_day_symptom_type.sql
patient_asthma_exa_type	missing_in_db	patient_asthma_exa_type.sql
patient_asthma_night_symptom_type	missing_in_db	patient_asthma_night_symptom_type.sql
patient_asthma_pefr_status	missing_in_db	patient_asthma_pefr_status.sql
patient_asthma_screen	missing_in_db	patient_asthma_screen.sql
patient_asthma_visit_medication	missing_in_db	patient_asthma_visit_medication.sql
patient_behavior_list	missing_in_db	patient_behavior_list.sql
patient_bio_id	missing_in_db	patient_bio_id.sql
patient_birth	missing_in_db	patient_birth.sql
patient_cancer_3dcrt	missing_in_db	patient_cancer_3dcrt.sql
patient_cancer_3dcrt_abdomen	missing_in_db	patient_cancer_3dcrt_abdomen.sql
patient_cancer_3dcrt_bone_met	missing_in_db	patient_cancer_3dcrt_bone_met.sql
patient_cancer_3dcrt_breast	missing_in_db	patient_cancer_3dcrt_breast.sql
patient_cancer_3dcrt_cervix	missing_in_db	patient_cancer_3dcrt_cervix.sql
patient_cancer_3dcrt_faceneck	missing_in_db	patient_cancer_3dcrt_faceneck.sql
patient_cancer_3dcrt_head	missing_in_db	patient_cancer_3dcrt_head.sql
patient_cancer_3dcrt_lung	missing_in_db	patient_cancer_3dcrt_lung.sql
patient_cancer_3dcrt_other	missing_in_db	patient_cancer_3dcrt_other.sql
patient_cancer_3dcrt_pelvis	missing_in_db	patient_cancer_3dcrt_pelvis.sql
patient_cancer_abdomen	missing_in_db	patient_cancer_abdomen.sql
patient_cancer_accessory	missing_in_db	patient_cancer_accessory.sql
patient_cancer_bone_met	missing_in_db	patient_cancer_bone_met.sql
patient_cancer_breast	missing_in_db	patient_cancer_breast.sql
patient_cancer_calculation	missing_in_db	patient_cancer_calculation.sql
patient_cancer_calculation_param	missing_in_db	patient_cancer_calculation_param.sql
patient_cancer_cervix	missing_in_db	patient_cancer_cervix.sql
patient_cancer_cure_plan	missing_in_db	patient_cancer_cure_plan.sql
patient_cancer_faceneck	missing_in_db	patient_cancer_faceneck.sql
patient_cancer_hdr	missing_in_db	patient_cancer_hdr.sql
patient_cancer_hdr_detail	missing_in_db	patient_cancer_hdr_detail.sql
patient_cancer_head	missing_in_db	patient_cancer_head.sql
patient_cancer_interrogate	missing_in_db	patient_cancer_interrogate.sql
patient_cancer_ldr	missing_in_db	patient_cancer_ldr.sql
patient_cancer_ldr_detail	missing_in_db	patient_cancer_ldr_detail.sql
patient_cancer_lung	missing_in_db	patient_cancer_lung.sql
patient_cancer_order_3dcrt	missing_in_db	patient_cancer_order_3dcrt.sql
patient_cancer_order_3dcrt_status	missing_in_db	patient_cancer_order_3dcrt_status.sql
patient_cancer_organ	missing_in_db	patient_cancer_organ.sql
patient_cancer_other	missing_in_db	patient_cancer_other.sql
patient_cancer_pathology	missing_in_db	patient_cancer_pathology.sql
patient_cancer_pelvis	missing_in_db	patient_cancer_pelvis.sql
patient_cancer_plan_date	missing_in_db	patient_cancer_plan_date.sql
patient_cancer_plan_visit	missing_in_db	patient_cancer_plan_visit.sql
patient_cancer_registeration	missing_in_db	patient_cancer_registeration.sql
patient_cancer_rt_date	missing_in_db	patient_cancer_rt_date.sql
patient_cancer_rt_summary	missing_in_db	patient_cancer_rt_summary.sql
patient_cancer_setup_sheet	missing_in_db	patient_cancer_setup_sheet.sql
patient_cancer_simmulation_date	missing_in_db	patient_cancer_simmulation_date.sql
patient_cancer_visit_stat	missing_in_db	patient_cancer_visit_stat.sql
patient_cardno	missing_in_db	patient_cardno.sql
patient_caregivers	missing_in_db	patient_caregivers.sql
patient_charge	missing_in_db	patient_charge.sql
patient_charge_type	missing_in_db	patient_charge_type.sql
patient_ci_history	missing_in_db	patient_ci_history.sql
patient_ci_record	missing_in_db	patient_ci_record.sql
patient_cloud_data	missing_in_db	patient_cloud_data.sql
patient_cloud_sync_stat	missing_in_db	patient_cloud_sync_stat.sql
patient_cm_allergy	missing_in_db	patient_cm_allergy.sql
patient_coc	missing_in_db	patient_coc.sql
patient_coc_care_type	missing_in_db	patient_coc_care_type.sql
patient_coc_keeper_type	missing_in_db	patient_coc_keeper_type.sql
patient_coc_plan_type	missing_in_db	patient_coc_plan_type.sql
patient_coc_severity_type	missing_in_db	patient_coc_severity_type.sql
patient_coc_tr_care_plan	missing_in_db	patient_coc_tr_care_plan.sql
patient_coc_tr_care_target	missing_in_db	patient_coc_tr_care_target.sql
patient_coc_transfer_regist	missing_in_db	patient_coc_transfer_regist.sql
patient_coc_type	missing_in_db	patient_coc_type.sql
patient_coc_type_regist	missing_in_db	patient_coc_type_regist.sql
patient_coc_visit	missing_in_db	patient_coc_visit.sql
patient_coc_visit_medication	missing_in_db	patient_coc_visit_medication.sql
patient_coc_visit_type	missing_in_db	patient_coc_visit_type.sql
patient_color	missing_in_db	patient_color.sql
patient_condition	missing_in_db	patient_condition.sql
patient_condition_type	missing_in_db	patient_condition_type.sql
patient_consent	missing_in_db	patient_consent.sql
patient_consent_form	missing_in_db	patient_consent_form.sql
patient_consent_form_pdf	missing_in_db	patient_consent_form_pdf.sql
patient_consent_scan	missing_in_db	patient_consent_scan.sql
patient_consent_sign	missing_in_db	patient_consent_sign.sql
patient_consent_sign_type	missing_in_db	patient_consent_sign_type.sql
patient_copd_exa_type	missing_in_db	patient_copd_exa_type.sql
patient_copd_rehab_plan	missing_in_db	patient_copd_rehab_plan.sql
patient_copd_rehab_visit	missing_in_db	patient_copd_rehab_visit.sql
patient_copd_scr_assmt	missing_in_db	patient_copd_scr_assmt.sql
patient_copd_screen	missing_in_db	patient_copd_screen.sql
patient_copd_visit_medication	missing_in_db	patient_copd_visit_medication.sql
patient_covid19_hi	missing_in_db	patient_covid19_hi.sql
patient_covid19_screen	missing_in_db	patient_covid19_screen.sql
patient_data_preferences	missing_in_db	patient_data_preferences.sql
patient_data_preferences_scan	missing_in_db	patient_data_preferences_scan.sql
patient_dent_diagram	missing_in_db	patient_dent_diagram.sql
patient_dent_diagram_history	missing_in_db	patient_dent_diagram_history.sql
patient_dent_diagram_jpg	missing_in_db	patient_dent_diagram_jpg.sql
patient_dent_diagram_shape	missing_in_db	patient_dent_diagram_shape.sql
patient_dent_diagram_zoom	missing_in_db	patient_dent_diagram_zoom.sql
patient_deposit_balance	missing_in_db	patient_deposit_balance.sql
patient_deposit_balance_type	missing_in_db	patient_deposit_balance_type.sql
patient_depression	missing_in_db	patient_depression.sql
patient_description	missing_in_db	patient_description.sql
patient_doctor_note	missing_in_db	patient_doctor_note.sql
patient_email	missing_in_db	patient_email.sql
patient_employee_type	missing_in_db	patient_employee_type.sql
patient_employer	missing_in_db	patient_employer.sql
patient_employer_register	missing_in_db	patient_employer_register.sql
patient_employer_type	missing_in_db	patient_employer_type.sql
patient_eng	missing_in_db	patient_eng.sql
patient_evaluate	missing_in_db	patient_evaluate.sql
patient_evaluate_checklist	missing_in_db	patient_evaluate_checklist.sql
patient_family_status	missing_in_db	patient_family_status.sql
patient_file	missing_in_db	patient_file.sql
patient_file_status	missing_in_db	patient_file_status.sql
patient_finance_debit	missing_in_db	patient_finance_debit.sql
patient_finance_deposit	missing_in_db	patient_finance_deposit.sql
patient_has_bled	missing_in_db	patient_has_bled.sql
patient_healthid_status	missing_in_db	patient_healthid_status.sql
patient_hhc_ai_summary	missing_in_db	patient_hhc_ai_summary.sql
patient_hhc_app_mission	missing_in_db	patient_hhc_app_mission.sql
patient_hhc_app_status	missing_in_db	patient_hhc_app_status.sql
patient_hhc_care_list	missing_in_db	patient_hhc_care_list.sql
patient_hhc_care_type	missing_in_db	patient_hhc_care_type.sql
patient_hhc_discharge_type	missing_in_db	patient_hhc_discharge_type.sql
patient_hhc_disease_group	missing_in_db	patient_hhc_disease_group.sql
patient_hhc_equipment	missing_in_db	patient_hhc_equipment.sql
patient_hhc_history	missing_in_db	patient_hhc_history.sql
patient_hhc_medication	missing_in_db	patient_hhc_medication.sql
patient_hhc_medication_group	missing_in_db	patient_hhc_medication_group.sql
patient_hhc_plan	missing_in_db	patient_hhc_plan.sql
patient_hhc_plan_appointment	missing_in_db	patient_hhc_plan_appointment.sql
patient_hhc_plan_history	missing_in_db	patient_hhc_plan_history.sql
patient_hhc_plan_summary	missing_in_db	patient_hhc_plan_summary.sql
patient_hhc_plan_type	missing_in_db	patient_hhc_plan_type.sql
patient_hhc_plan_visit	missing_in_db	patient_hhc_plan_visit.sql
patient_hhc_problem	missing_in_db	patient_hhc_problem.sql
patient_hhc_problem_list	missing_in_db	patient_hhc_problem_list.sql
patient_hhc_proc_equipment	missing_in_db	patient_hhc_proc_equipment.sql
patient_hhc_procedure	missing_in_db	patient_hhc_procedure.sql
patient_hhc_status	missing_in_db	patient_hhc_status.sql
patient_history	missing_in_db	patient_history.sql
patient_history_atp	missing_in_db	patient_history_atp.sql
patient_history_hpi	missing_in_db	patient_history_hpi.sql
patient_history_pe_visit	missing_in_db	patient_history_pe_visit.sql
patient_history_review	missing_in_db	patient_history_review.sql
patient_history_source	missing_in_db	patient_history_source.sql
patient_hospital	missing_in_db	patient_hospital.sql
patient_hospital_officer	missing_in_db	patient_hospital_officer.sql
patient_hospital_refer	missing_in_db	patient_hospital_refer.sql
patient_house	missing_in_db	patient_house.sql
patient_immigration_followup	missing_in_db	patient_immigration_followup.sql
patient_ipd_file	missing_in_db	patient_ipd_file.sql
patient_ipd_scan	missing_in_db	patient_ipd_scan.sql
patient_kiosk_registry	missing_in_db	patient_kiosk_registry.sql
patient_kiosk_relation_address	missing_in_db	patient_kiosk_relation_address.sql
patient_lang	missing_in_db	patient_lang.sql
patient_line_token	missing_in_db	patient_line_token.sql
patient_med_profile	missing_in_db	patient_med_profile.sql
patient_med_profile_data	missing_in_db	patient_med_profile_data.sql
patient_med_profile_hist	missing_in_db	patient_med_profile_hist.sql
patient_medication_alert	missing_in_db	patient_medication_alert.sql
patient_merge_data	missing_in_db	patient_merge_data.sql
patient_nc	missing_in_db	patient_nc.sql
patient_nc_scan	missing_in_db	patient_nc_scan.sql
patient_nc_scan_type	missing_in_db	patient_nc_scan_type.sql
patient_non_disclosure	missing_in_db	patient_non_disclosure.sql
patient_odontogram	missing_in_db	patient_odontogram.sql
patient_opd_file	missing_in_db	patient_opd_file.sql
patient_opd_scan	missing_in_db	patient_opd_scan.sql
patient_outsider	missing_in_db	patient_outsider.sql
patient_outsider_visit	missing_in_db	patient_outsider_visit.sql
patient_person_type	missing_in_db	patient_person_type.sql
patient_photo	missing_in_db	patient_photo.sql
patient_photo_group_service	missing_in_db	patient_photo_group_service.sql
patient_photo_type	missing_in_db	patient_photo_type.sql
patient_pid	missing_in_db	patient_pid.sql
patient_pre_ipt	missing_in_db	patient_pre_ipt.sql
patient_private_allow	missing_in_db	patient_private_allow.sql
patient_promotion	missing_in_db	patient_promotion.sql
patient_pttype	missing_in_db	patient_pttype.sql
patient_pttype_lock	missing_in_db	patient_pttype_lock.sql
patient_qr_code	missing_in_db	patient_qr_code.sql
patient_qrisk3	missing_in_db	patient_qrisk3.sql
patient_realname	missing_in_db	patient_realname.sql
patient_regiment	missing_in_db	patient_regiment.sql
patient_regiment_type	missing_in_db	patient_regiment_type.sql
patient_reimb_project	missing_in_db	patient_reimb_project.sql
patient_relation_address	missing_in_db	patient_relation_address.sql
patient_relation_type	missing_in_db	patient_relation_type.sql
patient_rx_note	missing_in_db	patient_rx_note.sql
patient_seafood_allergy	missing_in_db	patient_seafood_allergy.sql
patient_search	missing_in_db	patient_search.sql
patient_special_prop	missing_in_db	patient_special_prop.sql
patient_st5_activity	missing_in_db	patient_st5_activity.sql
patient_st5_list	missing_in_db	patient_st5_list.sql
patient_st5_list_detail	missing_in_db	patient_st5_list_detail.sql
patient_st5_question_activity	missing_in_db	patient_st5_question_activity.sql
patient_st5_score_criteria	missing_in_db	patient_st5_score_criteria.sql
patient_st5_value	missing_in_db	patient_st5_value.sql
patient_stat	missing_in_db	patient_stat.sql
patient_type	missing_in_db	patient_type.sql
patient_vaccine	missing_in_db	patient_vaccine.sql
patient_var	missing_in_db	patient_var.sql
patient_visit_doctor_note	missing_in_db	patient_visit_doctor_note.sql
payment_kiosk	missing_in_db	payment_kiosk.sql
payment_note_type	missing_in_db	payment_note_type.sql
pcode	missing_in_db	pcode.sql
pcrh_gfr	missing_in_db	pcrh_gfr.sql
pcu_18_file	missing_in_db	pcu_18_file.sql
pcu_age_alert	missing_in_db	pcu_age_alert.sql
pcu_base_table_sync	missing_in_db	pcu_base_table_sync.sql
pcu_child	missing_in_db	pcu_child.sql
pcu_clinic	missing_in_db	pcu_clinic.sql
pcu_drugitems	missing_in_db	pcu_drugitems.sql
pcu_dw_track	missing_in_db	pcu_dw_track.sql
pcu_er_oper_code	missing_in_db	pcu_er_oper_code.sql
pcu_hn	missing_in_db	pcu_hn.sql
pcu_home	missing_in_db	pcu_home.sql
pcu_icd10	missing_in_db	pcu_icd10.sql
pcu_name506	missing_in_db	pcu_name506.sql
pcu_nationality	missing_in_db	pcu_nationality.sql
pcu_node	missing_in_db	pcu_node.sql
pcu_person_type	missing_in_db	pcu_person_type.sql
pcu_pttype	missing_in_db	pcu_pttype.sql
pcu_religion	missing_in_db	pcu_religion.sql
pcu_replicate_cfg	missing_in_db	pcu_replicate_cfg.sql
pcu_report	missing_in_db	pcu_report.sql
pcu_reporttemplate	missing_in_db	pcu_reporttemplate.sql
pcu_script	missing_in_db	pcu_script.sql
pcu_spclty	missing_in_db	pcu_spclty.sql
pe_code	missing_in_db	pe_code.sql
pe_ga_template	missing_in_db	pe_ga_template.sql
pe_list	missing_in_db	pe_list.sql
pe_list_doctor	missing_in_db	pe_list_doctor.sql
pe_normal_type	missing_in_db	pe_normal_type.sql
pe_ros_type	missing_in_db	pe_ros_type.sql
pe_template	missing_in_db	pe_template.sql
person	missing_in_db	person.sql
person_address	missing_in_db	person_address.sql
person_anc	missing_in_db	person_anc.sql
person_anc_classifying	missing_in_db	person_anc_classifying.sql
person_anc_classifying_item	missing_in_db	person_anc_classifying_item.sql
person_anc_classifying_type	missing_in_db	person_anc_classifying_type.sql
person_anc_lab	missing_in_db	person_anc_lab.sql
person_anc_labor_detail	missing_in_db	person_anc_labor_detail.sql
person_anc_other_precare	missing_in_db	person_anc_other_precare.sql
person_anc_preg_care	missing_in_db	person_anc_preg_care.sql
person_anc_preg_week	missing_in_db	person_anc_preg_week.sql
person_anc_risk	missing_in_db	person_anc_risk.sql
person_anc_screen	missing_in_db	person_anc_screen.sql
person_anc_service	missing_in_db	person_anc_service.sql
person_anc_service_detail	missing_in_db	person_anc_service_detail.sql
person_bc_correct_type	missing_in_db	person_bc_correct_type.sql
person_bc_examination_type	missing_in_db	person_bc_examination_type.sql
person_bc_register	missing_in_db	person_bc_register.sql
person_bc_result_type	missing_in_db	person_bc_result_type.sql
person_bc_screen	missing_in_db	person_bc_screen.sql
person_bc_screen_abnormal_point	missing_in_db	person_bc_screen_abnormal_point.sql
person_bc_screen_sign	missing_in_db	person_bc_screen_sign.sql
person_bc_self_examination	missing_in_db	person_bc_self_examination.sql
person_bc_sign_type	missing_in_db	person_bc_sign_type.sql
person_bc_stage_type	missing_in_db	person_bc_stage_type.sql
person_bc_status	missing_in_db	person_bc_status.sql
person_bc_target	missing_in_db	person_bc_target.sql
person_bc_treatment	missing_in_db	person_bc_treatment.sql
person_bc_treatment_type	missing_in_db	person_bc_treatment_type.sql
person_behavior	missing_in_db	person_behavior.sql
person_behavior_list	missing_in_db	person_behavior_list.sql
person_behavior_value_list	missing_in_db	person_behavior_value_list.sql
person_bf_survey	missing_in_db	person_bf_survey.sql
person_bf_survey_list	missing_in_db	person_bf_survey_list.sql
person_bw_survey	missing_in_db	person_bw_survey.sql
person_bw_survey_list	missing_in_db	person_bw_survey_list.sql
person_card_request	missing_in_db	person_card_request.sql
person_card_request_approve_status	missing_in_db	person_card_request_approve_status.sql
person_care_list	missing_in_db	person_care_list.sql
person_care_type	missing_in_db	person_care_type.sql
person_chanthaburi_development	missing_in_db	person_chanthaburi_development.sql
person_chanthaburi_development_summary	missing_in_db	person_chanthaburi_development_summary.sql
person_chanthaburi_dm_risk_screen	missing_in_db	person_chanthaburi_dm_risk_screen.sql
person_chanthaburi_dm_risk_screen_summary	missing_in_db	person_chanthaburi_dm_risk_screen_summary.sql
person_chanthaburi_elder_club	missing_in_db	person_chanthaburi_elder_club.sql
person_chanthaburi_elder_club_summary	missing_in_db	person_chanthaburi_elder_club_summary.sql
person_chanthaburi_health_club	missing_in_db	person_chanthaburi_health_club.sql
person_chanthaburi_health_club_summary	missing_in_db	person_chanthaburi_health_club_summary.sql
person_chanthaburi_ht_risk_screen	missing_in_db	person_chanthaburi_ht_risk_screen.sql
person_chanthaburi_ht_risk_screen_summary	missing_in_db	person_chanthaburi_ht_risk_screen_summary.sql
person_chanthaburi_pttype	missing_in_db	person_chanthaburi_pttype.sql
person_chanthaburi_pttype_summary	missing_in_db	person_chanthaburi_pttype_summary.sql
person_chanthaburi_tobenumberone	missing_in_db	person_chanthaburi_tobenumberone.sql
person_chanthaburi_tobenumberone_summary	missing_in_db	person_chanthaburi_tobenumberone_summary.sql
